snapshot_date,category,skill_name,demand_count,demand_pct,median_days_open,salary_premium_pct,repost_rate_pct,scarcity_score
2026-07-12,ai,Kafka,45,1.8,0.0,-31.5,1.1,20.9
2026-07-12,ai,Kubernetes,103,4.2,1.0,-29.2,21.3,55.9
2026-07-12,ai,LangChain,68,2.8,12.0,-25.6,13.5,72.3
2026-07-12,ai,LLMs / GenAI,861,35.2,0.0,-17.3,11.3,37.6
2026-07-12,ai,Machine Learning,1424,58.3,0.0,-25.6,10.6,34.8
2026-07-12,ai,MLflow,87,3.6,8.0,-55.4,14.9,47.6
2026-07-12,ai,MongoDB,51,2.1,0.0,,16.4,25.8
2026-07-12,ai,Next.js,12,0.5,2.0,,0.0,34.1
2026-07-12,ai,NLP,149,6.1,0.0,-57.2,10.3,14.2
2026-07-12,ai,Node.js,56,2.3,0.0,15.2,13.4,44.6
2026-07-12,ai,Pandas,25,1.0,9.0,,21.2,82.0
2026-07-12,ai,PostgreSQL,52,2.1,2.0,-29.2,9.4,51.1
2026-07-12,ai,Prompt Engineering,45,1.8,,,0.0,0.0
2026-07-12,ai,Prototyping,28,1.1,2.0,,0.0,34.1
2026-07-12,ai,Python,506,20.7,0.0,-42.6,16.9,27.0
2026-07-12,ai,PyTorch,215,8.8,1.0,-46.9,15.8,36.9
2026-07-12,ai,RAG,172,7.0,0.0,-26.2,13.2,35.7
2026-07-12,ai,React,28,1.1,0.0,-46.9,7.8,16.8
2026-07-12,ai,Redis,21,0.9,0.0,,16.7,26.5
2026-07-12,ai,Redshift,10,0.4,19.0,-29.2,0.0,54.4
2026-07-12,ai,Ruby,13,0.5,68.0,,0.0,59.3
2026-07-12,ai,Rust,27,1.1,1.0,,0.0,22.0
2026-07-12,ai,SageMaker,24,1.0,0.0,-31.1,27.5,41.7
2026-07-12,ai,Salesforce,17,0.7,,,0.0,0.0
2026-07-12,ai,Scala,23,0.9,61.0,,0.0,57.2
2026-07-12,ai,scikit-learn,83,3.4,0.0,-57.5,35.9,26.5
2026-07-12,ai,Snowflake,16,0.7,19.0,33.5,0.0,68.4
2026-07-12,ai,Spark,84,3.4,9.0,,10.0,63.6
2026-07-12,ai,SQL,94,3.8,2.0,-34.1,14.6,50.1
2026-07-12,ai,Stakeholder Mgmt,143,5.9,0.0,8.2,4.7,38.1
2026-07-12,ai,Statistical Analysis,101,4.1,8.0,-36.3,19.6,61.9
2026-07-12,ai,System Design,72,2.9,61.0,-3.2,19.3,84.5
2026-07-12,ai,TensorFlow,177,7.2,1.0,-51.8,17.0,38.5
2026-07-12,ai,Terraform,21,0.9,1.0,-54.3,3.4,25.9
2026-07-12,ai,TypeScript,17,0.7,1.0,,17.7,51.6
2026-07-12,ai,XGBoost,39,1.6,9.0,-70.3,19.3,50.8
2026-07-12,data,A/B Testing,208,4.0,16.0,33.7,2.6,69.1
2026-07-12,data,Agile / Scrum,234,4.5,0.0,-28.2,21.8,23.2
2026-07-12,data,AI Agents,62,1.2,,151.2,8.1,69.2
2026-07-12,data,Airflow,147,2.8,9.0,-1.7,19.0,71.8
2026-07-12,data,Amplitude,16,0.3,50.0,-20.9,0.0,47.7
2026-07-12,data,Apache Iceberg,21,0.4,,,0.0,0.0
2026-07-12,data,AWS,363,6.9,0.0,-0.5,18.5,36.1
2026-07-12,data,AWS Security,25,0.5,7.0,-36.0,1.3,38.4
2026-07-12,data,Azure,426,8.1,0.0,-24.4,24.1,25.7
2026-07-12,data,BigQuery,57,1.1,1.0,45.3,18.0,67.5
2026-07-12,data,C#,36,0.7,0.0,-30.2,76.4,28.6
2026-07-12,data,C++,15,0.3,0.0,-15.1,2.6,20.2
2026-07-12,data,CI/CD,93,1.8,0.0,10.5,19.9,40.8
2026-07-12,data,ClickHouse,22,0.4,,,40.9,96.0
2026-07-12,data,Dagster,14,0.3,6.0,,0.0,51.6
2026-07-12,data,Data Modeling,340,6.5,0.0,-18.6,30.4,33.3
2026-07-12,data,Data Pipeline,59,1.1,0.0,28.4,17.0,39.4
2026-07-12,data,Data Visualization,87,1.7,0.0,-18.6,8.2,19.9
2026-07-12,data,Databricks,389,7.4,0.0,19.1,21.9,44.8
2026-07-12,data,Datadog,14,0.3,35.0,-25.0,34.6,65.1
2026-07-12,data,dbt,194,3.7,0.0,-15.7,15.7,24.7
2026-07-12,data,Deep Learning,31,0.6,0.0,3.7,12.2,32.5
2026-07-12,data,Docker,42,0.8,1.0,109.3,15.4,66.9
2026-07-12,data,Elasticsearch,18,0.3,54.0,151.2,3.2,79.3
2026-07-12,data,ETL,304,5.8,0.0,-24.4,23.5,25.4
2026-07-12,data,Excel,302,5.8,0.0,-36.0,20.6,19.3
2026-07-12,data,Figma,29,0.6,2.0,,2.3,54.8
2026-07-12,data,Flink,39,0.7,41.0,,15.1,75.3
2026-07-12,data,GCP,88,1.7,0.0,10.5,19.2,39.8
2026-07-12,data,Git,99,1.9,1.0,22.4,18.2,65.5
2026-07-12,data,Google Analytics,10,0.2,0.0,-20.9,18.9,24.9
2026-07-12,data,Grafana,26,0.5,0.0,112.1,16.7,44.3
2026-07-12,data,GraphQL,23,0.4,1.0,,29.0,71.4
2026-07-12,data,Java,109,2.1,0.0,110.1,31.2,53.8
2026-07-12,data,JavaScript,23,0.4,0.0,-2.3,51.0,43.6
2026-07-12,data,Jira,26,0.5,1.0,-39.5,31.6,47.7
2026-07-12,data,Kafka,129,2.5,1.0,-24.4,17.1,43.1
2026-07-12,data,Kotlin,10,0.2,0.0,151.2,0.0,33.2
2026-07-12,data,Kubernetes,53,1.0,0.0,88.8,14.0,40.0
2026-07-12,data,Linux,35,0.7,0.0,,16.4,18.5
2026-07-12,data,LLMs / GenAI,228,4.4,0.0,10.5,2.6,28.5
2026-07-12,data,Looker,68,1.3,38.0,43.6,1.8,69.9
2026-07-12,data,Machine Learning,625,11.9,0.0,-10.2,6.0,22.8
2026-07-12,data,Microsoft Fabric,20,0.4,,141.0,0.0,54.4
2026-07-12,data,Mixpanel,12,0.2,1.0,-20.9,0.0,33.6
2026-07-12,data,MLflow,24,0.5,54.0,,0.0,60.6
2026-07-12,data,NetSuite,10,0.2,,,0.0,0.0
2026-07-12,data,NLP,71,1.4,1.0,10.5,10.3,56.9
2026-07-12,data,NumPy,28,0.5,0.0,-3.5,19.8,34.5
2026-07-12,data,Pandas,63,1.2,0.0,-3.5,18.7,32.9
2026-07-12,data,PostgreSQL,37,0.7,0.0,151.2,27.0,53.9
2026-07-12,data,Power BI,743,14.2,0.0,-36.0,27.5,21.6
2026-07-12,data,Prometheus,19,0.4,1.0,,28.1,70.8
2026-07-12,data,Prototyping,53,1.0,2.0,93.6,0.0,60.8
2026-07-12,data,Python,990,18.9,0.0,-20.1,20.1,29.0
2026-07-12,data,PyTorch,33,0.6,2.0,2.3,3.0,58.3
2026-07-12,data,RAG,37,0.7,0.0,-21.8,1.7,11.7
2026-07-12,data,React,10,0.2,1.0,,7.7,49.8
2026-07-12,data,Redshift,49,0.9,0.0,-21.5,31.2,30.6
2026-07-12,data,SageMaker,10,0.2,11.0,66.9,17.6,78.3
2026-07-12,data,Salesforce,18,0.3,,,0.0,0.0
2026-07-12,data,SAS,67,1.3,0.0,-31.7,8.0,11.0
2026-07-12,data,Scala,67,1.3,0.0,-18.6,35.6,34.9
2026-07-12,data,scikit-learn,52,1.0,0.0,-3.5,15.3,28.2
2026-07-12,data,SIEM,13,0.2,5.0,,40.9,87.6
2026-07-12,data,Snowflake,444,8.5,0.0,-15.7,17.6,26.4
2026-07-12,data,Spark,274,5.2,0.0,-2.3,18.3,34.0
2026-07-12,data,SQL,1431,27.3,0.0,-22.7,22.7,26.8
2026-07-12,data,Stakeholder Mgmt,574,11.0,0.0,-4.1,12.1,26.3
2026-07-12,data,Statistical Analysis,306,5.8,0.0,-8.1,11.1,25.4
2026-07-12,data,System Design,28,0.5,0.0,,5.8,10.8
2026-07-12,data,Tableau,314,6.0,0.0,-15.7,17.9,27.1
2026-07-12,data,TensorFlow,26,0.5,2.0,2.3,2.1,56.6
2026-07-12,data,Terraform,50,1.0,0.0,-36.0,19.6,17.6
2026-07-12,data,Trino,20,0.4,,,20.0,72.0
2026-07-12,data,TypeScript,15,0.3,7.0,,0.0,52.5
2026-07-12,devops,A/B Testing,26,0.9,0.0,51.4,5.3,41.6
2026-07-12,devops,Agile / Scrum,195,7.1,0.0,-23.8,11.7,27.4
2026-07-12,devops,AI Agents,35,1.3,,185.7,0.0,58.3
2026-07-12,devops,Airflow,10,0.4,,,0.0,0.0
2026-07-12,devops,Ansible,131,4.7,0.0,-38.1,15.6,21.6
2026-07-12,devops,ArgoCD,100,3.6,1.0,-33.3,26.2,58.6
2026-07-12,devops,AWS,1025,37.2,0.0,-14.3,13.6,39.6
2026-07-12,devops,AWS Security,88,3.2,0.0,-21.9,9.0,27.9
2026-07-12,devops,Azure,899,32.6,0.0,-14.3,16.6,43.2
2026-07-12,devops,Bash,97,3.5,0.0,-33.3,14.6,22.2
2026-07-12,devops,BigQuery,12,0.4,,,0.0,0.0
2026-07-12,devops,C#,85,3.1,0.0,-35.7,21.9,26.7
2026-07-12,devops,C++,15,0.5,2.0,,1.1,63.0
2026-07-12,devops,CI/CD,781,28.3,0.0,-16.7,14.3,40.1
2026-07-12,devops,ClickHouse,14,0.5,,,0.0,0.0
2026-07-12,devops,Databricks,14,0.5,0.0,,12.7,22.0
2026-07-12,devops,Datadog,68,2.5,0.0,17.9,2.5,35.3
2026-07-12,devops,dbt,124,4.5,,-23.8,8.1,40.3
2026-07-12,devops,Docker,301,10.9,0.0,-28.6,13.0,24.6
2026-07-12,devops,Elasticsearch,34,1.2,0.0,-50.0,17.2,21.8
2026-07-12,devops,Excel,24,0.9,0.0,115.5,7.5,44.2
2026-07-12,devops,Figma,20,0.7,,,0.0,0.0
2026-07-12,devops,Fine-tuning,17,0.6,0.0,,0.0,0.0
2026-07-12,devops,Fivetran,20,0.7,,,0.0,0.0
2026-07-12,devops,Flink,15,0.5,,,0.0,0.0
2026-07-12,devops,GCP,470,17.0,0.0,-2.6,13.2,40.3
2026-07-12,devops,Git,260,9.4,0.0,-33.3,16.7,24.6
2026-07-12,devops,Go,28,1.0,1.0,-49.4,10.2,43.8
2026-07-12,devops,Grafana,56,2.0,0.0,-23.8,11.8,27.8
2026-07-12,devops,Helm,109,4.0,0.0,-20.1,18.9,39.3
2026-07-12,devops,Incident Response,105,3.8,2.0,-20.1,0.9,58.1
2026-07-12,devops,Java,151,5.5,0.0,-18.1,9.3,33.4
2026-07-12,devops,JavaScript,40,1.5,0.0,-27.7,17.7,33.1
2026-07-12,devops,Jira,23,0.8,0.0,-24.1,4.3,22.2
2026-07-12,devops,Kafka,49,1.8,1.0,-28.6,12.8,54.2
2026-07-12,devops,Kotlin,20,0.7,1.0,,0.0,46.2
2026-07-12,devops,Kubernetes,728,26.4,0.0,-30.0,14.2,25.8
2026-07-12,devops,Linux,341,12.4,0.0,-19.2,15.6,38.3
2026-07-12,devops,LLMs / GenAI,64,2.3,0.0,36.4,14.6,49.2
2026-07-12,devops,Machine Learning,115,4.2,0.0,30.6,2.3,36.6
2026-07-12,devops,MLflow,11,0.4,16.0,,0.0,60.4
2026-07-12,devops,MongoDB,59,2.1,0.0,,3.9,13.4
2026-07-12,devops,Oracle,18,0.7,,,0.0,0.0
2026-07-12,devops,Penetration Testing,16,0.6,,,0.0,0.0
2026-07-12,devops,PostgreSQL,49,1.8,0.0,-44.5,10.0,14.1
2026-07-12,devops,Prometheus,51,1.8,0.0,-28.6,10.7,22.6
2026-07-12,devops,Pulumi,37,1.3,2.0,-33.3,19.2,61.2
2026-07-12,devops,Python,423,15.3,0.0,-19.5,20.6,41.6
2026-07-12,devops,React,47,1.7,0.0,11.7,8.4,37.7
2026-07-12,devops,REST API,15,0.5,0.0,,23.6,36.0
2026-07-12,devops,Ruby,32,1.2,9.0,-63.3,16.7,58.7
2026-07-12,devops,Rust,16,0.6,2.0,-31.4,2.4,49.0
2026-07-12,devops,Salesforce,20,0.7,,-18.3,0.0,35.2
2026-07-12,devops,Segment,10,0.4,0.0,110.7,26.0,57.3
2026-07-12,devops,Snowflake,11,0.4,2.0,31.7,2.9,73.1
2026-07-12,devops,SOC 2,20,0.7,50.0,100.0,0.0,72.8
2026-07-12,devops,Spark,40,1.5,1.0,-25.9,27.6,67.0
2026-07-12,devops,Spring,16,0.6,0.0,9.9,0.0,25.5
2026-07-12,devops,SQL,117,4.2,0.0,-31.0,14.0,24.7
2026-07-12,devops,Stakeholder Mgmt,176,6.4,0.0,-18.4,10.4,33.1
2026-07-12,devops,System Design,25,0.9,0.0,11.2,3.5,34.6
2026-07-12,devops,Terraform,856,31.0,0.0,-23.8,16.3,33.3
2026-07-12,devops,TypeScript,28,1.0,1.0,25.7,13.2,74.6
2026-07-12,devops,Zero Trust,10,0.4,0.0,18.8,46.1,53.4
2026-07-12,engineering,A/B Testing,279,3.6,23.0,54.3,3.3,69.7
2026-07-12,engineering,Agile / Scrum,664,8.6,0.0,-5.1,12.4,43.4
2026-07-12,engineering,AI Agents,403,5.2,,56.6,1.2,62.7
2026-07-12,engineering,AI Coding Tools,124,1.6,,37.5,3.2,62.0
2026-07-12,engineering,Airflow,86,1.1,31.0,-9.0,7.5,68.8
2026-07-12,engineering,Amplitude,53,0.7,16.0,54.3,1.1,63.9
2026-07-12,engineering,Angular,274,3.5,0.0,-23.4,16.1,41.9
2026-07-12,engineering,Ansible,39,0.5,46.0,-36.9,19.6,73.9
2026-07-12,engineering,Apache Iceberg,12,0.2,,,0.0,0.0
2026-07-12,engineering,ArgoCD,16,0.2,20.0,,2.3,57.1
2026-07-12,engineering,AWS,1584,20.4,1.0,-38.6,11.6,42.3
2026-07-12,engineering,AWS Security,50,0.6,0.0,-40.5,9.9,30.7
2026-07-12,engineering,Azure,676,8.7,1.0,-40.8,17.5,40.0
2026-07-12,engineering,Bash,36,0.5,6.0,-40.7,11.1,52.7
2026-07-12,engineering,BigQuery,52,0.7,50.0,37.2,0.0,62.2
2026-07-12,engineering,C#,525,6.8,0.0,-45.6,10.2,25.6
2026-07-12,engineering,C++,517,6.7,1.0,-40.1,8.3,36.2
2026-07-12,engineering,Cassandra,97,1.2,54.0,,0.6,61.1
2026-07-12,engineering,CI/CD,739,9.5,1.0,-41.6,16.5,38.5
2026-07-12,engineering,Dagster,15,0.2,,-38.6,12.5,60.4
2026-07-12,engineering,Data Modeling,101,1.3,2.0,41.9,1.3,51.5
2026-07-12,engineering,Data Pipeline,70,0.9,46.0,8.5,1.8,63.7
2026-07-12,engineering,Databricks,197,2.5,61.0,-5.2,0.5,64.2
2026-07-12,engineering,Datadog,117,1.5,54.0,56.0,0.3,71.2
2026-07-12,engineering,dbt,97,1.2,1.0,31.1,5.0,45.2
2026-07-12,engineering,Deep Learning,36,0.5,0.0,83.1,7.4,49.8
2026-07-12,engineering,Django,55,0.7,0.0,-41.3,5.6,21.3
2026-07-12,engineering,Docker,605,7.8,2.0,-48.2,14.6,41.6
2026-07-12,engineering,DynamoDB,223,2.9,24.0,7.1,3.6,63.5
2026-07-12,engineering,Elasticsearch,117,1.5,54.0,65.2,4.1,79.2
2026-07-12,engineering,ETL,117,1.5,9.0,-20.2,6.8,58.2
2026-07-12,engineering,Excel,179,2.3,9.0,-71.1,5.5,36.0
2026-07-12,engineering,FastAPI,62,0.8,0.0,-42.9,6.7,22.4
2026-07-12,engineering,Figma,171,2.2,9.0,-47.6,4.2,37.1
2026-07-12,engineering,Fine-tuning,48,0.6,2.0,53.6,4.5,58.2
2026-07-12,engineering,Fivetran,74,1.0,54.0,,1.8,64.9
2026-07-12,engineering,Flask,46,0.6,1.0,-40.6,20.0,42.5
2026-07-12,engineering,Flink,48,0.6,40.0,-38.6,7.0,62.2
2026-07-12,engineering,GCP,638,8.2,3.0,-40.1,10.7,52.2
2026-07-12,engineering,Git,678,8.7,1.0,-20.2,14.1,48.3
2026-07-12,engineering,Go,267,3.4,15.0,-45.7,5.3,44.0
2026-07-12,engineering,Grafana,318,4.1,2.0,24.0,0.2,45.2
2026-07-12,engineering,GraphQL,151,1.9,8.0,4.9,1.3,50.8
2026-07-12,engineering,Helm,21,0.3,0.0,,7.4,24.8
2026-07-12,engineering,Hugging Face,10,0.1,1.0,85.4,0.0,40.9
2026-07-12,engineering,Incident Response,181,2.3,51.0,61.8,5.9,81.0
2026-07-12,engineering,Java,1698,21.9,1.0,-26.6,10.7,44.3
2026-07-12,engineering,JavaScript,1078,13.9,1.0,-40.8,10.8,36.6
2026-07-12,engineering,Jira,51,0.7,2.0,-0.7,1.7,45.1
2026-07-12,engineering,Kafka,294,3.8,8.0,10.9,8.6,65.2
2026-07-12,engineering,Kotlin,552,7.1,17.0,18.4,3.3,62.3
2026-07-12,engineering,Kubernetes,728,9.4,6.0,-45.7,7.9,42.7
2026-07-12,engineering,LangChain,11,0.1,2.0,,1.5,34.8
2026-07-12,engineering,Linux,170,2.2,1.0,-45.3,6.4,28.1
2026-07-12,engineering,LLM APIs,17,0.2,,-56.9,0.0,0.7
2026-07-12,engineering,LLMs / GenAI,1061,13.7,2.0,35.6,6.1,57.9
2026-07-12,engineering,Looker,10,0.1,1.0,,0.0,10.4
2026-07-12,engineering,Machine Learning,573,7.4,0.0,-9.3,5.9,33.4
2026-07-12,engineering,MCP,68,0.9,,,0.0,0.0
2026-07-12,engineering,Microservices,84,1.1,1.0,-46.8,10.9,31.2
2026-07-12,engineering,MLflow,154,2.0,61.0,,0.0,60.2
2026-07-12,engineering,MongoDB,224,2.9,40.0,-48.3,3.8,44.0
2026-07-12,engineering,MySQL,284,3.7,1.0,-47.6,9.0,27.7
2026-07-12,engineering,NetSuite,10,0.1,,,0.0,0.0
2026-07-12,engineering,Next.js,212,2.7,1.0,-51.0,8.1,25.1
2026-07-12,engineering,NLP,24,0.3,0.0,24.7,1.9,32.9
2026-07-12,engineering,Node.js,512,6.6,6.0,-25.9,7.0,54.9
2026-07-12,engineering,PHP,111,1.4,1.0,-51.3,18.6,31.6
2026-07-12,engineering,PostgreSQL,546,7.0,11.0,-38.6,6.3,55.4
2026-07-12,engineering,Prometheus,61,0.8,54.0,-45.7,0.6,44.5
2026-07-12,engineering,Prompt Engineering,61,0.8,,,1.6,24.8
2026-07-12,engineering,Prototyping,157,2.0,9.0,27.1,4.7,61.6
2026-07-12,engineering,Python,1515,19.5,1.0,-32.6,9.4,42.6
2026-07-12,engineering,PyTorch,26,0.3,9.0,85.4,13.3,80.2
2026-07-12,engineering,RAG,454,5.8,16.0,41.1,1.8,63.5
2026-07-12,engineering,React,1345,17.3,1.0,-42.3,8.3,31.9
2026-07-12,engineering,Redis,132,1.7,6.0,-39.6,4.5,45.8
2026-07-12,engineering,Redshift,11,0.1,23.0,,0.0,45.7
2026-07-12,engineering,REST API,311,4.0,0.0,-40.8,15.2,32.5
2026-07-12,engineering,Ruby,280,3.6,23.0,7.2,1.9,60.5
2026-07-12,engineering,Rust,290,3.7,54.0,-40.1,9.9,66.7
2026-07-12,engineering,SageMaker,13,0.2,14.0,,0.0,41.5
2026-07-12,engineering,Salesforce,20,0.3,,,0.0,0.0
2026-07-12,engineering,Scala,174,2.2,54.0,-46.7,3.4,49.2
2026-07-12,engineering,Segment,23,0.3,0.0,52.3,0.9,34.9
2026-07-12,engineering,SIEM,39,0.5,0.0,,3.1,12.6
2026-07-12,engineering,Snowflake,118,1.5,34.0,34.8,6.2,73.0
2026-07-12,engineering,Spark,368,4.7,54.0,-38.6,3.1,57.9
2026-07-12,engineering,Spring,268,3.5,0.0,-43.8,21.9,31.7
2026-07-12,engineering,SQL,1154,14.9,1.0,-41.2,8.4,33.6
2026-07-12,engineering,Stakeholder Mgmt,1114,14.3,3.0,-12.2,6.2,54.0
2026-07-12,engineering,Statistical Analysis,31,0.4,50.0,,0.0,52.6
2026-07-12,engineering,Swift,81,1.0,2.0,46.4,4.0,56.6
2026-07-12,engineering,System Design,312,4.0,9.0,24.7,5.5,61.4
2026-07-12,engineering,TensorFlow,17,0.2,0.0,85.4,22.7,59.1
2026-07-12,engineering,Terraform,312,4.0,1.0,-36.3,12.3,45.1
2026-07-12,engineering,Trino,29,0.4,,,0.0,0.0
2026-07-12,engineering,TypeScript,1069,13.8,1.0,-40.1,11.3,39.9
2026-07-12,engineering,User Research,26,0.3,68.0,,0.0,61.5
2026-07-12,engineering,Vector Databases,36,0.5,,,5.6,50.5
2026-07-12,engineering,Vue,128,1.6,1.0,-47.6,9.4,27.9
2026-07-12,engineering,Workday,16,0.2,,,6.2,55.4
2026-07-12,product,A/B Testing,189,13.5,26.0,63.2,5.5,62.9
2026-07-12,product,Agile / Scrum,64,4.6,0.0,-50.4,32.5,23.4
2026-07-12,product,AI Agents,115,8.2,,53.3,0.0,24.6
2026-07-12,product,AI Coding Tools,37,2.6,,,0.0,0.0
2026-07-12,product,Airflow,14,1.0,,,0.0,0.0
2026-07-12,product,Amplitude,12,0.9,18.0,,0.0,22.4
2026-07-12,product,Angular,12,0.9,36.0,-18.5,47.1,52.5
2026-07-12,product,AWS,74,5.3,2.0,57.4,20.5,46.7
2026-07-12,product,Azure,43,3.1,0.0,,48.2,37.7
2026-07-12,product,C#,12,0.9,,-18.5,66.7,44.8
2026-07-12,product,CI/CD,11,0.8,75.0,57.4,0.0,55.4
2026-07-12,product,Dagster,13,0.9,,,0.0,0.0
2026-07-12,product,Data Modeling,13,0.9,,71.7,0.0,55.2
2026-07-12,product,Data Visualization,17,1.2,,,0.0,0.0
2026-07-12,product,Databricks,30,2.1,22.0,,0.0,28.0
2026-07-12,product,Datadog,48,3.4,54.0,,0.0,54.1
2026-07-12,product,dbt,36,2.6,,,0.0,0.0
2026-07-12,product,Elasticsearch,28,2.0,35.0,,0.0,37.3
2026-07-12,product,ETL,30,2.1,39.0,,10.0,78.3
2026-07-12,product,Excel,23,1.6,1.0,68.1,18.4,58.5
2026-07-12,product,Figma,153,10.9,18.0,64.7,0.6,56.9
2026-07-12,product,Fivetran,30,2.1,61.0,,0.0,55.9
2026-07-12,product,GCP,40,2.9,45.0,,1.1,78.1
2026-07-12,product,Git,10,0.7,5.0,,0.0,18.6
2026-07-12,product,Jira,12,0.9,2.0,,0.0,11.2
2026-07-12,product,Kubernetes,20,1.4,75.0,61.6,0.0,59.1
2026-07-12,product,LLMs / GenAI,232,16.6,16.0,-11.2,0.7,36.4
2026-07-12,product,Machine Learning,99,7.1,0.0,50.9,1.7,32.0
2026-07-12,product,Mixpanel,17,1.2,,,0.0,0.0
2026-07-12,product,MongoDB,21,1.5,40.0,,2.1,76.9
2026-07-12,product,Node.js,34,2.4,35.0,18.5,0.0,33.4
2026-07-12,product,PostgreSQL,13,0.9,,,0.0,0.0
2026-07-12,product,Prompt Engineering,19,1.4,,,0.0,0.0
2026-07-12,product,Prototyping,147,10.5,2.0,64.7,0.6,49.6
2026-07-12,product,Python,15,1.1,36.0,,0.0,41.0
2026-07-12,product,RAG,22,1.6,68.0,,0.0,57.8
2026-07-12,product,Ruby,20,1.4,26.0,,0.0,31.7
2026-07-12,product,Salesforce,12,0.9,,,0.0,0.0
2026-07-12,product,Segment,12,0.9,42.0,11.2,0.0,38.9
2026-07-12,product,SIEM,13,0.9,51.0,,0.0,52.2
2026-07-12,product,Snowflake,27,1.9,0.0,,0.0,0.0
2026-07-12,product,SOC 2,25,1.8,,,0.0,0.0
2026-07-12,product,Spark,58,4.1,22.0,64.7,0.0,44.0
2026-07-12,product,SQL,168,12.0,26.0,81.8,6.7,76.3
2026-07-12,product,Stakeholder Mgmt,577,41.2,3.0,63.2,9.2,54.3
2026-07-12,product,System Design,15,1.1,18.0,,0.0,22.4
2026-07-12,product,User Research,102,7.3,1.0,18.7,1.2,34.5
2026-07-12,product,Workday,22,1.6,,,0.0,0.0
2026-07-12,security,A/B Testing,25,1.7,,,0.0,0.0
2026-07-12,security,AI Agents,77,5.2,,21.1,0.0,26.5
2026-07-12,security,AI Coding Tools,46,3.1,,,0.0,0.0
2026-07-12,security,AWS,320,21.5,0.0,6.6,20.6,33.9
2026-07-12,security,AWS Security,97,6.5,0.0,6.6,1.1,21.7
2026-07-12,security,Azure,143,9.6,0.0,32.4,27.2,44.1
2026-07-12,security,Burp Suite,18,1.2,0.0,,3.3,19.8
2026-07-12,security,CI/CD,74,5.0,0.0,-12.8,11.5,22.3
2026-07-12,security,CISSP,45,3.0,0.0,31.8,24.1,41.8
2026-07-12,security,Databricks,31,2.1,67.0,,0.0,61.5
2026-07-12,security,Datadog,31,2.1,36.0,89.3,0.0,56.7
2026-07-12,security,Docker,23,1.5,8.0,46.5,6.8,65.0
2026-07-12,security,DynamoDB,17,1.1,,,0.0,0.0
2026-07-12,security,GCP,137,9.2,0.0,32.4,17.9,40.3
2026-07-12,security,Git,36,2.4,54.0,,0.0,50.2
2026-07-12,security,Incident Response,234,15.7,0.0,-26.8,13.6,20.6
2026-07-12,security,JavaScript,18,1.2,0.0,89.3,0.0,27.1
2026-07-12,security,Kubernetes,80,5.4,54.0,152.0,2.6,79.0
2026-07-12,security,Linux,30,2.0,0.0,,16.0,29.2
2026-07-12,security,LLMs / GenAI,66,4.4,0.0,-15.5,2.9,16.9
2026-07-12,security,MCP,12,0.8,,,0.0,0.0
2026-07-12,security,Next.js,11,0.7,,89.3,0.0,45.1
2026-07-12,security,Node.js,50,3.4,54.0,,0.8,65.3
2026-07-12,security,OWASP,22,1.5,38.0,,6.3,68.8
2026-07-12,security,Penetration Testing,57,3.8,0.0,-37.7,12.6,18.2
2026-07-12,security,Python,83,5.6,0.0,106.2,16.2,53.9
2026-07-12,security,SIEM,224,15.0,0.0,-9.8,22.0,33.0
